algo,variant,group,seed,mean_reward
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",2230.403124872519
MAPPO,RewardMaxMedian,MAPPO-RewardMaxMedian,"MAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",2230.403124872519
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 1",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 10",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 11",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 12",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 13",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 14",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 15",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 16",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 17",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 18",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 19",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 2",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 20",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 21",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 22",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 23",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 24",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 25",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 3",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 4",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 5",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 6",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 7",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 8",1445.151538487912
MATRPO,DefaultReward,MATRPO-DefaultReward,"MATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 9",1445.151538487912
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 1",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 10",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 11",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 12",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 13",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 14",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 15",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 16",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 17",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 18",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 19",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 2",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 20",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 21",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 22",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 23",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 24",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 25",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 3",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 4",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 5",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 6",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 7",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 8",-30.437399947396695
MATRPO,RewardHard,MATRPO-RewardHard,"MATRPO-RewardHard (0.5,0.7,0.5,0.6) - 9",-30.437399947396695
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",11.206553913383349
MATRPO,RewardLowerQuantile,MATRPO-RewardLowerQuantile,"MATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",11.206553913383349
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",2089.011197483918
MATRPO,RewardMaxMedian,MATRPO-RewardMaxMedian,"MATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",2089.011197483918
